transaction_id,customer_id,product_id,amount,status,channel,_corrupt_record,ingestion_timestamp,source_file,transaction_date,year,month
125703,24318,1448,965.2,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-26,2025,12
125705,8034,3761,999.95,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-06,2025,1
125706,38842,2454,789.95,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-01,2025,11
125707,33259,1,962.47,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-18,2025,12
125713,33188,3914,1418.01,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-06,2025,11
125714,32625,1,1552.72,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-16,2025,7
125717,8804,2442,1034.65,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-24,2025,8
125718,10593,2599,1735.3,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-20,2025,3
125719,10661,2010,1848.75,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-05,2025,4
125723,40847,4614,1458.08,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-27,2025,2
125736,3523,3913,415.2,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-26,2025,7
125750,39530,1,616.59,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-11,2025,7
125751,26920,1789,1524.25,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-04,2025,12
125755,44474,2383,1434.63,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-15,2025,10
125768,16832,1765,1412.06,completed,,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-23,2025,11
125769,11169,1176,222.47,failed,,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-15,2025,5
125770,19214,4678,506.77,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-04,2025,2
125771,12468,1,95.3,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-25,2025,4
125778,45435,1,1893.81,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-20,2025,11
125781,541,250,1253.36,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-23,2025,12
125782,49621,2289,1615.01,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-17,2025,9
125788,39199,1,19.08,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-16,2025,8
125789,48407,4709,1838.58,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-22,2025,11
12579,22050,4130,946.73,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-15,2025,11
125792,37305,34,1457.76,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-21,2025,4
125800,35184,2646,1464.06,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-14,2025,1
125804,32502,4250,1467.59,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-17,2025,5
125805,32801,1970,1247.93,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-10,2025,3
125808,25664,1841,1117.45,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-15,2025,6
125820,34065,888,1085.3,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-22,2025,10
125821,7188,4609,863.74,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-06,2025,12
125822,47814,3558,1267.96,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-08,2025,12
125824,18425,1520,170.82,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-11,2025,7
125825,30655,3354,995.36,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-14,2025,2
125828,16696,2604,1929.64,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-18,2025,10
125829,6994,2842,1161.87,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-12,2025,11
125836,33922,4379,1247.79,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-24,2025,7
125837,33230,264,1487.8,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-24,2025,10
125851,47402,2261,1577.04,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-10,2025,2
125857,32434,4196,1216.57,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-21,2025,9
125859,7170,369,1872.25,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-07,2025,3
125861,19244,4234,35.02,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-25,2025,12
125863,16482,3747,634.35,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-12,2025,9
125866,42298,1,1885.42,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-20,2025,8
125874,44696,1134,916.72,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-28,2025,4
125876,17698,2558,996.28,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-20,2025,5
125884,45514,3574,573.53,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-03,2025,9
125889,20134,1,1882.38,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-01,2025,7
125890,11266,4201,155.89,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-08,2025,9
125891,20729,986,1943.52,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-09,2025,7
125893,34630,4632,338.52,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-08,2025,5
125897,40699,2536,882.07,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-04,2025,1
1259,24237,1,1340.97,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-27,2025,12
125905,616,2225,1996.27,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-09,2025,3
125910,28438,1,336.7,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-01,2025,10
125912,36370,3295,1023.82,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-27,2025,10
125917,38939,1840,1974.77,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-02,2025,1
125922,36996,1,1709.67,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-30,2025,1
125927,48047,1,1412.48,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-26,2025,9
125930,9478,1335,1440.03,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-21,2025,3
125932,19726,4431,301.6,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-26,2025,11
125939,37971,1,1007.26,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-27,2025,10
125941,23359,2453,802.3,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-10,2025,10
125943,30936,2429,168.47,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-23,2025,7
125951,17062,4421,218.35,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-30,2025,8
125956,40667,667,469.32,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-11,2025,12
125958,28990,2397,1769.73,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-26,2025,9
125959,20545,406,661.82,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-15,2025,12
125961,31809,1,1247.13,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-26,2025,8
125964,11341,3692,436.1,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-21,2025,8
125971,19078,3609,1112.86,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-13,2025,1
125974,37155,2287,770.54,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-01,2025,6
125975,33784,245,1829.2,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-11,2025,10
125977,2178,862,286.41,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-24,2025,8
125979,35385,1,1984.33,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-31,2025,8
125983,48595,4896,1889.14,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-06,2025,7
125989,34357,3051,891.25,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-15,2025,8
125991,6063,1750,164.14,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-09,2025,9
1260,41353,1,1219.82,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-10,2025,3
126007,14266,1522,507.92,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-23,2025,1
126010,43197,1,1363.71,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-03,2025,2
126011,35662,1,890.86,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-11,2025,7
126012,33041,1,547.29,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-07,2025,8
126013,11355,1,1323.22,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-05,2025,4
126016,1891,604,446.65,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-23,2025,11
126018,1469,1,53.22,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-15,2025,3
126019,149,4774,1581.14,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-23,2025,6
126020,15051,2687,1574.58,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-01,2025,10
126021,13960,3627,493.0,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-30,2025,11
126025,37040,4466,1006.32,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-18,2025,11
126028,28367,210,42.06,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-15,2025,5
12603,10889,2162,1738.39,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-01,2025,10
126030,32668,1,210.46,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-04,2025,6
126033,13841,2775,1516.48,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-11,2025,5
126034,16098,180,1557.11,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-19,2025,6
126040,1649,837,1402.69,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-24,2025,12
126042,46865,241,1145.35,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-06,2025,2
126052,16607,3210,1784.94,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-08,2025,2
126055,34579,1,1539.26,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-25,2025,9
126057,24975,1437,1634.35,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-08,2025,9
126061,4867,1,300.82,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-09,2025,4
126066,43141,4022,838.03,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-24,2025,8
126067,17064,2271,196.03,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-01,2025,1
126070,287,3331,1542.63,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-08,2025,9
126071,18533,1058,1244.99,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-09,2025,5
126075,37449,4731,589.17,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-08,2025,10
126078,13759,925,611.79,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-01,2025,9
126079,7542,3009,346.41,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-10,2025,7
12608,31737,4612,1412.0,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-03,2025,4
126082,26904,3119,1293.76,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-30,2025,11
126083,40669,198,1503.99,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-18,2025,5
126090,18599,543,279.47,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-29,2025,5
126094,35238,3397,286.23,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-14,2025,4
126099,10279,1,852.19,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-02,2025,2
126100,34778,3563,320.47,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-29,2025,9
126101,1472,1,1884.34,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-04,2025,2
126103,16153,1,1758.89,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-22,2025,8
126108,25939,1,573.34,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-11,2025,7
126111,27618,2428,1019.94,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-19,2025,6
126113,41712,2232,1072.01,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-06,2025,6
126116,1025,4462,1367.0,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-01,2025,12
12612,18823,2631,1534.64,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-07,2025,12
126120,37197,4486,105.45,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-03,2025,5
126121,1482,1,803.12,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-04,2025,2
126124,40060,4572,929.24,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-23,2025,3
126125,33564,546,1219.22,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-04,2025,12
126128,24343,2495,834.24,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-12,2025,2
12613,36450,1507,1167.12,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-26,2025,5
126131,18516,361,1988.92,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-25,2025,1
126133,34261,834,1970.26,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-05,2025,2
126136,18261,3087,237.55,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-05,2025,4
126138,22755,879,666.64,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-24,2025,6
12614,9145,3667,1008.8,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-10,2025,7
126140,5804,3559,103.84,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-01,2025,7
126142,12297,1474,989.41,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-16,2025,6
126146,49950,3996,1825.48,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-23,2025,1
126152,46064,1,37.63,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-06,2025,7
126153,4110,3795,1375.97,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-27,2025,1
126155,13075,1742,1516.66,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-17,2025,12
126164,5125,1083,811.75,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-01,2025,10
126169,37776,4697,623.44,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-08,2025,12
126170,25914,3287,495.07,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-12,2025,12
126173,22781,2641,1247.43,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-09,2025,2
126175,11133,4573,237.28,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-25,2025,8
126181,14128,842,470.2,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-20,2025,3
126184,9939,707,826.51,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-09,2025,3
126185,4839,3126,1492.22,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-03,2025,6
126189,45211,1,346.13,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-30,2025,1
126205,48194,1,1904.28,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-02,2025,2
126207,12436,4276,1125.55,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-28,2025,5
126209,34929,315,1407.34,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-10,2025,3
126211,10265,760,1720.3,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-24,2025,3
126213,19626,3039,1473.58,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-18,2025,2
126214,22962,208,42.42,failed,,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-05,2025,6
126218,42586,3620,303.22,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-28,2025,2
126227,35538,857,1471.22,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-16,2025,1
126229,44913,1,1145.88,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-26,2025,4
126235,24121,3008,1737.52,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-11,2025,4
126236,3809,1,458.65,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-25,2025,6
126245,19400,1,1152.82,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-03,2025,10
126252,81,2935,1672.01,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-18,2025,6
126256,1534,4065,616.35,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-15,2025,3
126257,36275,3979,520.54,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-16,2025,10
126261,31488,840,1353.29,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-11,2025,5
126263,32645,2600,124.79,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-28,2025,9
126265,9205,767,1287.33,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-23,2025,3
126266,47597,1,1200.9,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-01,2025,12
126269,21363,3999,903.07,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-05,2025,3
126274,36390,1218,869.64,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-29,2025,7
126286,19351,1,1894.92,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-12,2025,7
126292,48072,3264,897.26,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-20,2025,7
126295,46261,4951,952.19,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-16,2025,11
126302,39464,526,1663.44,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-21,2025,9
126303,2285,852,644.49,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-15,2025,10
126305,39376,1,1964.64,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-26,2025,10
126318,45924,896,1473.61,failed,,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-12,2025,9
126327,12910,2177,1341.71,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-15,2025,11
126328,9008,1930,1866.76,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-15,2025,8
126331,39560,205,1340.27,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-30,2025,5
126336,17611,3265,1195.12,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-27,2025,9
126351,46222,1,1768.93,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-13,2025,12
126360,17438,1242,951.98,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-13,2025,4
126361,20989,2759,1043.86,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-27,2025,8
126369,1271,3425,1634.24,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-28,2025,11
12637,9470,1,1347.92,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-03,2025,11
126371,45975,140,457.55,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-02,2025,10
126372,390,2044,748.14,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-26,2025,2
126373,45023,1,1874.06,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-11,2025,8
126374,35159,469,1172.16,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-23,2025,5
12638,47178,1,19.46,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-22,2025,5
126382,22862,2180,1464.92,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-23,2025,1
126383,44361,3400,1280.13,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-09,2025,12
126384,38672,2750,1523.03,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-08,2025,10
