transaction_id,customer_id,product_id,amount,transaction_date,status,channel
11072,23465,4198,632.78,2025-02-13,failed,online
11073,9334,621,1566.67,2025-04-12,completed,online
11074,38851,625,1267.81,2025-05-31,failed,online
11075,44500,397,1067.41,2025-07-24,failed,online
11076,29988,1307,1446.27,2025-12-14,completed,online
11077,38500,963,393.71,2025-08-26,completed,online
11078,33846,4369,316.06,2025-08-12,failed,online
11079,19416,1763,177.16,2025-07-23,failed,online
11080,23016,1682,909.18,2025-05-11,failed,online
11081,27819,3129,397.49,2025-04-11,completed,online
11082,21028,3408,1072.4,2025-10-02,completed,online
11083,39008,2806,1858.29,2025-10-19,failed,online
11084,11235,117,5537.546376428411,2025-01-16,completed,online
11085,43594,3771,1530.72,2025-07-22,failed,online
11086,34693,507,1383.79,2025-01-15,failed,online
11087,27856,2131,1517.14,2025-04-14,completed,online
11088,30881,3115,1262.64,2025-08-01,completed,online
11089,11462,4500,665.07,2025-08-11,failed,online
11090,13007,4249,1675.95,2025-06-30,failed,online
11091,2129,2143,1988.05,2025-01-21,failed,online
11092,11186,3531,1982.46,2025-10-07,completed,online
11093,19407,1,1979.43,2025-07-18,failed,online
11094,32480,687,5299.2720849209145,2025-09-08,completed,online
11095,28219,3582,817.66,2025-05-24,failed,online
11096,35192,3091,228.28,2025-06-07,failed,online
11097,37592,1,1032.53,2025-05-18,failed,online
11098,30879,3156,1960.37,2025-11-21,completed,online
11099,49447,2735,1744.9,2025-02-05,failed,online
11100,26766,1,1699.88,2025-08-22,completed,online
11101,10218,3442,1498.32,2025-10-30,failed,online
11102,28665,1995,826.49,2025-03-25,failed,online
11103,21295,1,1977.39,2025-09-09,completed,online
11104,18443,4800,144.38,2025-04-20,completed,online
11105,44714,3320,1186.1,2025-05-25,failed,online
11106,20495,1439,642.04,2025-09-07,completed,online
11107,17731,3749,1170.22,2025-12-12,completed,online
11108,37915,1,1549.17,2025-11-25,completed,online
11109,17980,3497,1628.06,2025-08-18,completed,online
11110,46685,4127,181.38,2025-12-24,completed,online
11111,42338,1466,323.68,2025-06-16,completed,online
11112,1754,4092,711.32,2025-08-15,completed,online
11113,11917,1793,1286.24,2025-06-16,failed,online
11114,7913,2200,1237.8,2025-08-05,failed,online
11115,19118,3146,1156.17,2025-05-08,completed,online
11116,13771,1,586.91,2025-12-05,failed,online
11117,2525,3127,1707.26,2025-02-04,completed,online
11118,5281,2820,1470.08,2025-07-16,completed,online
11119,29060,4711,892.3,2025-10-13,completed,online
11120,47638,1244,48.59,2025-09-10,completed,online
11121,46706,1694,749.97,2025-06-26,failed,online
11122,40487,3440,1977.81,2025-04-07,failed,online
11123,28036,1096,926.05,2025-04-13,completed,online
11124,36289,1,656.05,2025-01-16,completed,
11125,7731,3362,32.35,2025-10-07,failed,online
11126,28552,3390,979.07,2025-06-08,failed,online
11127,26876,1954,1074.26,2025-02-16,completed,online
11128,32852,2044,1169.35,2025-01-06,failed,online
11129,7420,674,1510.51,2025-03-06,completed,online
11130,2333,4089,456.04,2025-06-26,completed,online
11131,49223,3307,1253.64,2025-03-28,failed,online
11132,14573,1,169.75,2025-01-03,failed,online
11133,26556,4308,472.76,2025-12-22,completed,online
11134,21561,1,582.99,2025-06-14,completed,online
11135,26241,1657,388.78,2025-03-06,failed,online
11136,31987,293,475.98,2025-04-28,failed,online
11137,46731,3817,1429.0,2025-04-16,failed,online
11138,17761,3451,923.95,2025-07-05,completed,online
11139,28125,820,1451.55,2025-04-28,completed,online
11140,21150,1,292.01,2025-02-05,failed,online
11141,176,444,1432.14,2025-05-13,failed,online
11142,29975,1,1641.08,2025-12-11,completed,online
11143,13999,2297,373.89,2025-11-28,completed,online
11144,38774,301,1417.89,2025-11-11,failed,online
11145,14292,4934,424.63,2025-07-02,failed,online
11146,8025,1,946.26,2025-03-13,completed,online
11147,43053,1,1625.96,2025-12-11,failed,online
11148,31941,4338,532.23,2025-04-23,completed,online
11149,14518,682,1415.48,2025-03-10,completed,online
11150,48624,1560,689.29,2025-04-13,failed,online
11151,11847,227,1566.51,2025-02-16,failed,online
11152,22433,1247,1522.81,2025-03-15,completed,online
11153,48117,3013,1940.82,2025-08-31,failed,online
11154,9480,2049,1456.55,2025-01-11,completed,online
11155,10531,508,659.2,2025-09-11,completed,online
11156,30642,1885,254.27,2025-07-29,completed,online
11157,40458,4437,199.38,2025-05-31,completed,online
11158,38991,4086,363.07,2025-05-26,failed,online
11159,45002,3472,618.52,2025-06-02,failed,online
11160,32357,3081,1217.11,2025-01-07,failed,online
11161,43837,885,891.8,2025-11-16,completed,online
11162,3101,2883,945.55,2025-07-11,completed,online
11163,4070,2072,1368.62,2025-05-18,failed,online
11164,23076,3168,474.53,2025-10-10,completed,online
11165,20352,1,1365.06,2025-07-31,completed,online
11166,45884,1239,781.06,2025-07-02,completed,online
11167,38474,2099,1881.81,2025-03-28,failed,online
11168,6920,1,1699.49,2025-06-19,failed,online
11169,20972,1,898.55,2025-03-05,completed,online
11170,47385,4068,305.74,2025-02-07,completed,online
11171,32411,352,1940.36,2025-04-04,failed,online
11172,39941,1156,1145.2,2025-07-09,completed,online
11173,33000,1505,1632.35,2025-11-30,failed,online
11174,9722,3745,1806.87,2025-12-09,failed,online
11175,26172,1,605.49,2025-12-07,failed,online
11176,21756,849,146.58,2025-07-21,completed,online
11177,16904,1518,1484.4,2025-03-27,completed,online
11178,39642,76,1525.88,2025-05-14,completed,online
11179,38818,1,981.71,2025-02-05,failed,online
11180,36186,4581,1820.89,2025-10-27,failed,online
11181,16814,1362,1873.63,2025-05-29,failed,online
11182,30816,565,1053.94,2025-02-20,failed,online
11183,38267,1,590.81,2025-04-22,completed,online
11184,47954,1,1842.85,2025-09-04,completed,online
11185,29400,347,787.25,2025-06-29,failed,online
11186,37625,801,1904.0,2025-06-16,failed,online
11187,49246,2053,55.65,2025-12-31,failed,
11188,9548,1958,564.16,2025-09-25,completed,online
11189,40901,1,1969.16,2025-07-22,failed,online
11190,21349,1,1117.63,2026-01-01,completed,online
11191,46489,1042,835.57,2025-07-29,completed,online
11192,1525,13,325.93,2025-02-22,failed,online
11193,42735,4889,380.14,2025-12-09,failed,online
11194,1062,1117,1542.9,2025-12-02,failed,online
11195,4624,4760,75.73,2025-09-19,failed,
11196,5966,1,29.52,2025-07-05,completed,online
11197,839,4652,618.37,2025-02-18,completed,online
11198,33898,2705,976.01,2025-11-05,failed,online
11199,30301,211,1510.31,2025-11-05,failed,online
11200,1584,4412,613.27,2025-05-26,failed,online
11201,18192,1,497.65,2025-04-24,failed,online
11202,18195,988,338.64,2025-04-20,completed,online
11203,20275,2621,377.97,2025-03-25,failed,online
11204,24749,3473,1130.24,2025-01-10,failed,online
11205,45980,4713,1567.06,2025-11-15,failed,online
11206,7299,2310,1908.77,2025-03-14,completed,online
11207,46926,3707,1279.36,2025-08-03,failed,online
11208,26443,25,696.75,2025-11-23,failed,online
11209,44403,2005,1345.03,2025-05-31,completed,online
11210,32085,861,1855.94,2025-07-19,failed,online
11211,3605,2526,1774.63,2025-07-12,failed,online
11212,2924,4254,1365.44,2025-01-22,failed,online
11213,19396,1,1748.59,2025-07-03,failed,online
11214,6291,2004,1709.11,2025-02-19,completed,online
11215,32795,1563,618.94,2025-07-13,failed,
11216,48072,341,1756.6,2025-01-16,failed,online
11217,30058,1891,193.18,2025-09-07,failed,online
11218,42410,1,1207.85,2025-12-15,completed,online
11219,2395,4285,1154.71,2025-02-22,failed,online
11220,29105,1,750.1,2025-12-16,completed,online
11221,48826,1,530.71,2025-01-06,failed,online
11222,21666,4326,1517.03,2025-10-20,completed,online
11223,35774,2825,933.24,2025-10-07,failed,online
11224,1518,964,517.53,2025-07-02,completed,online
11225,7374,1,1270.9,2025-04-20,completed,online
11226,40716,1,431.02,2025-05-23,failed,online
11227,24099,1675,1004.69,2025-07-24,completed,online
11228,7332,2974,8245.439501573977,2025-12-17,failed,online
11229,36070,550,1257.42,2025-11-22,failed,online
11230,44304,3662,1503.37,2025-10-27,failed,online
11231,2857,248,1722.16,2025-02-13,completed,online
11232,6537,3257,1903.7,2025-07-06,failed,online
11233,34563,3442,1218.93,2025-11-10,failed,online
11234,26361,1,1291.24,2025-04-03,failed,online
11235,28899,239,1538.81,2025-03-09,failed,online
11236,37596,234,348.01,2025-08-22,failed,online
11237,12155,4894,1054.53,2025-03-11,completed,online
11238,9133,1,1496.01,2025-01-03,failed,online
11239,2979,3570,1166.01,2025-10-25,completed,online
11240,11065,1,353.3,2025-06-21,failed,online
11241,18861,2787,1040.74,2025-02-13,failed,online
11242,9879,3257,565.57,2025-01-23,completed,online
11243,45349,3540,106.79,2025-08-27,failed,online
11244,26320,2012,828.42,2025-04-02,failed,online
11245,2948,1,959.31,2025-03-04,completed,online
11246,17149,1,289.79,2025-12-22,completed,online
11247,5391,2780,1702.81,2025-09-30,completed,online
11248,5116,1,1302.29,2025-06-15,failed,online
11249,36933,1,1208.45,2025-12-06,failed,online
11250,44957,1359,1714.14,2025-02-22,completed,online
11251,47016,1,1595.61,2025-01-30,completed,online
11252,43865,1,1258.51,2025-07-27,completed,online
11253,31304,1,1211.21,2025-01-26,completed,online
11254,19211,1,1205.04,2025-09-04,completed,online
11255,16415,3258,12.95,2025-01-27,failed,online
11256,27452,3386,1866.69,2025-03-04,failed,online
11257,8380,4926,662.32,2025-06-03,failed,online
11258,35845,4426,894.06,2025-06-24,completed,online
11259,32467,2372,1935.43,2025-01-16,failed,online
11260,46855,1,361.49,2025-12-27,completed,online
11261,21180,4580,383.63,2025-07-26,completed,online
11262,42729,685,1167.43,2025-03-19,failed,online
11263,19398,4617,1570.74,2025-10-21,completed,online
11264,34637,4364,127.85,2025-12-05,completed,online
11265,1061,2721,1491.24,2025-05-15,completed,online
11266,27368,351,203.79,2025-06-01,failed,online
11267,1622,2090,1816.86,2025-10-12,failed,online
11268,2043,2029,133.55,2025-10-22,completed,online
11269,38896,4594,1601.01,2025-10-19,failed,online
11270,28239,1,1161.46,2025-01-13,completed,online
11271,26677,1275,211.26,2025-05-07,failed,online
11272,30918,1,1876.12,2025-11-25,failed,online
11273,18207,1,325.82,2025-12-16,completed,online
11274,2738,3075,173.0,2025-09-21,failed,online
11275,5748,985,1436.45,2025-06-03,completed,online
11276,23815,214,577.77,2025-07-23,failed,online
11277,921,1,1976.53,2025-12-18,completed,online
11278,5490,1405,1496.24,2025-05-27,completed,online
11279,16679,4517,51.99,2025-11-19,completed,online
11280,37945,1,759.77,2025-08-14,completed,online
11281,21553,1583,1936.05,2025-08-07,completed,online
11282,26127,3360,1579.69,2025-07-10,failed,online
11283,2708,3991,450.39,2025-01-11,completed,online
11284,23873,3508,293.23,2025-02-26,completed,online
11285,19829,1,839.38,2025-06-14,failed,online
11286,37891,3379,1423.6,2025-11-25,completed,online
11287,44154,3666,1116.52,2025-02-04,failed,online
11288,11367,1301,94.9,2025-06-14,failed,online
11289,810,942,1322.28,2025-06-24,failed,online
11290,27580,3466,838.31,2025-05-25,completed,online
11291,48336,4873,1103.26,2025-10-25,completed,online
11292,29606,4167,1027.16,2025-01-02,failed,online
11293,33928,679,363.78,2025-03-29,completed,online
11294,13535,4282,1302.54,2025-03-07,failed,online
11295,12147,4977,1328.26,2025-08-01,failed,online
11296,4580,1,1001.7,2025-10-16,failed,online
11297,10103,2408,127.78,2025-06-16,failed,online
11298,30766,678,267.72,2025-08-26,failed,online
11299,37656,1,1065.76,2025-03-19,completed,online
11300,8737,1003,1111.38,2025-01-12,completed,online
11301,20209,1,250.32,2025-10-10,completed,online
11302,40979,1710,1320.6,2025-09-29,failed,online
11303,45797,2343,1983.05,2025-04-14,failed,online
11304,26474,1536,956.96,2025-07-12,failed,online
11305,6229,1397,1699.42,2025-01-10,failed,online
11306,40862,2086,657.85,2025-12-21,completed,online
11307,22553,1233,1694.54,2025-06-23,failed,online
11308,24722,1,724.96,2025-01-28,completed,online
11309,12545,843,589.34,2025-08-14,completed,online
11310,10327,1719,583.43,2025-08-02,failed,online
11311,33979,3605,1495.45,2025-03-09,failed,online
11312,43159,2783,161.14,2025-03-16,completed,online
11313,26117,2573,865.55,2025-07-15,failed,online
11314,49428,1089,862.27,2025-04-13,failed,online
11315,35474,1462,181.55,2025-07-08,completed,online
11316,33602,1,254.02,2025-05-09,completed,
11317,37487,1,637.27,2025-06-28,failed,online
11318,38551,2729,1425.9,2025-12-11,completed,online
11319,23127,4679,1896.6,2025-01-04,completed,online
11320,32915,3481,1461.1,2025-02-02,completed,online
11321,43814,1,1315.44,2025-12-20,completed,online
11322,8399,4877,1526.71,2025-02-15,failed,online
11323,29085,1166,1288.01,2025-11-11,failed,online
11324,10055,1,1805.02,2025-12-02,completed,online
11325,11593,3380,318.53,2025-08-31,failed,online
11326,17977,3527,1428.46,2025-05-09,failed,online
11327,40686,4954,1147.36,2025-03-26,failed,online
11328,42986,144,1132.13,2025-10-15,completed,online
11329,25803,3840,898.57,2025-10-18,completed,online
11330,7868,4515,1888.95,2025-02-03,failed,online
11331,10343,4376,64.58,2025-09-14,completed,online
11332,37459,1,1764.88,2025-12-24,failed,online
11333,12574,159,918.67,2025-04-19,failed,online
11334,40106,4377,1698.69,2025-11-12,completed,online
11335,47217,2921,962.25,2025-11-20,failed,online
11336,14572,611,1376.32,2025-12-15,failed,online
11337,23306,346,232.31,2025-02-12,completed,online
11338,23983,1,470.85,2025-11-22,completed,online
11339,44771,1,755.65,2025-03-13,failed,online
11340,15718,1,818.2,2025-11-11,failed,online
11341,14647,3608,1582.46,2025-03-09,completed,
11342,4972,371,703.3,2025-03-13,failed,online
11343,30809,1965,1884.72,2025-01-09,failed,online
11344,43212,1605,1697.52,2025-11-07,completed,online
11345,36662,1256,834.13,2025-01-27,failed,online
11346,37650,2113,622.95,2025-01-22,failed,online
11347,49841,4312,258.68,2025-02-22,completed,online
11348,3580,1592,952.0,2025-08-07,failed,online
11349,31764,1,1651.06,2025-05-15,completed,online
11350,26644,1,1411.62,2025-07-12,failed,online
11351,1729,4792,1555.93,2025-04-15,completed,online
11352,30522,1,1670.82,2025-08-17,completed,online
11353,4811,3063,1944.86,2025-11-19,completed,online
11354,34161,279,733.41,2025-02-07,failed,online
11355,25102,4345,1223.01,2025-05-18,completed,online
11356,41221,1,62.58,2025-12-07,completed,online
11357,38193,507,343.87,2025-05-26,failed,online
11358,43774,4517,1304.93,2025-03-21,completed,online
11359,47983,2214,1777.61,2025-10-09,completed,online
11360,17218,1,1571.34,2025-03-02,failed,online
11361,23675,4858,175.55,2025-05-12,completed,online
11362,25543,4312,1302.89,2025-11-10,failed,online
11363,25147,4924,1218.59,2025-04-17,completed,online
11364,31729,608,1652.29,2025-05-20,completed,online
11365,37621,1460,1302.16,2025-02-17,failed,online
11366,11536,738,1802.7,2025-05-28,failed,online
11367,36723,1679,1240.95,2025-10-30,completed,online
11368,32369,2219,1529.69,2025-11-02,failed,online
11369,30409,1,688.39,2025-06-27,failed,online
11370,5510,4603,1935.8,2025-11-27,completed,online
11371,36369,3181,129.81,2025-11-19,failed,online
11372,47563,3611,1938.14,2025-09-17,completed,online
11373,19373,4780,89.16,2025-07-15,completed,online
11374,26900,1,367.27,2025-10-18,failed,online
11375,9275,546,1824.13,2025-10-14,completed,online
11376,14514,208,247.28,2025-11-26,completed,online
11377,43830,3254,1600.24,2025-09-08,completed,online
11378,35635,1,1398.88,2025-05-26,failed,online
11379,39180,304,1907.27,2025-03-23,completed,online
11380,18910,3522,562.82,2025-11-06,failed,online
11381,15720,65,437.04,2025-02-14,failed,online
11382,25963,2037,1905.6,2025-03-20,completed,online
11383,40482,1530,1264.68,2025-07-24,completed,online
11384,4346,618,1881.7,2025-11-03,failed,online
11385,32918,2883,349.25,2025-03-11,failed,online
11386,28549,3358,718.27,2025-03-16,completed,
11387,48867,1158,1802.3,2025-01-23,failed,online
11388,35792,2445,1476.84,2025-07-10,failed,online
11389,13839,2006,1336.28,2025-10-17,completed,online
11390,11874,3355,1244.37,2025-09-10,completed,online
11391,23018,1,714.48,2025-11-03,failed,online
11392,7356,1722,565.44,2025-10-08,failed,online
11393,24156,1778,1288.35,2025-12-24,completed,online
11394,28888,4286,615.72,2025-11-04,failed,online
11395,35298,1,772.29,2025-04-15,failed,online
11396,17114,1,993.45,2025-12-02,failed,online
11397,19376,3133,1250.44,2025-01-06,failed,online
11398,26539,4988,915.9,2025-03-15,completed,online
11399,39582,4179,418.52,2025-11-19,completed,online
11400,20066,4157,923.3,2025-01-10,failed,online
11401,46769,1119,1493.75,2025-11-08,completed,online
11402,3707,1273,745.09,2025-01-25,completed,online
11403,17694,2065,1542.5,2025-11-12,failed,online
11404,21484,1,917.64,2025-05-09,completed,online
11405,36581,1,1777.15,2025-08-13,completed,online
11406,16857,2660,1720.13,2025-03-28,completed,online
11407,14360,765,1642.95,2025-08-09,failed,online
11408,4353,2893,1340.07,2025-07-21,failed,online
11409,48385,1,1693.84,2025-04-13,failed,online
11410,27800,914,1218.6,2025-04-30,completed,online
11411,3516,4573,1624.23,2025-03-07,completed,online
11412,20171,1623,1008.15,2025-08-09,completed,online
11413,46295,4370,1796.45,2025-08-13,completed,online
11414,49603,1,1045.35,2025-03-17,failed,online
11415,7060,1,1701.16,2025-08-05,failed,online
11416,8832,453,55.24,2025-12-16,completed,online
11417,42643,3440,1759.43,2025-08-09,completed,online
11418,5335,1,1211.66,2025-07-30,failed,online
11419,11006,3708,1222.56,2025-03-09,completed,online
11420,2000,2183,574.93,2025-07-02,failed,online
11421,31654,627,735.21,2025-07-23,failed,online
11422,48324,4306,622.1,2025-09-28,failed,online
11423,10563,1,97.35,2025-10-14,failed,online
11424,11033,3682,1028.98,2025-04-28,failed,online
11425,44673,2996,721.72,2025-09-15,completed,online
11426,22685,4913,1847.38,2025-04-19,failed,online
11427,26755,2920,806.19,2025-02-13,completed,online
11428,15993,173,1698.15,2025-07-23,completed,online
11429,48172,2500,1174.61,2025-08-03,completed,online
11430,24559,1,300.91,2025-08-24,failed,online
11431,26922,1378,1325.61,2025-06-19,completed,online
11432,14626,1,1223.41,2025-04-03,completed,online
11433,28852,2776,384.37,2025-01-09,completed,online
11434,16246,4181,879.18,2025-12-19,completed,
11435,49197,3343,134.3,2025-10-08,completed,online
11436,10066,4441,93.07,2025-09-05,completed,online
11437,21291,1,586.61,2025-02-24,failed,online
11438,47219,2281,270.76,2025-04-12,completed,online
11439,33062,1,1055.96,2025-05-24,completed,online
11440,4651,2145,1570.68,2025-06-25,completed,online
11441,42814,2062,1476.54,2025-04-27,completed,online
11442,6494,4951,760.22,2025-07-16,failed,online
11443,1921,2065,733.64,2025-09-19,completed,online
11444,8020,3533,377.05,2025-11-02,completed,online
11445,21584,1114,147.13,2025-08-17,failed,online
11446,41221,1,802.18,2025-02-02,completed,online
11447,38073,2894,1921.96,2025-07-12,failed,online
11448,40752,2481,1891.36,2025-05-07,failed,online
11449,7029,1794,1773.08,2025-07-17,completed,online
11450,46312,440,904.51,2025-09-01,failed,
11451,49188,2332,1742.75,2025-06-11,completed,online
11452,27802,1,568.05,2025-05-04,completed,online
11453,40971,1,671.7,2025-07-19,failed,online
11454,14001,1,1301.43,2025-10-16,failed,online
11455,38959,234,589.51,2025-02-13,completed,online
11456,48460,1323,1101.9,2025-06-26,completed,online
11457,31393,4793,1042.63,2025-01-01,failed,online
11458,21789,2891,833.63,2025-05-30,completed,
11459,10689,4349,10.29,2025-03-16,completed,online
11460,7098,1,642.76,2025-09-26,completed,online
11461,49407,1541,1418.05,2025-12-26,failed,online
11462,3722,1,678.13,2025-09-22,completed,online
11463,28277,423,1505.09,2025-06-23,completed,online
11464,7602,294,1670.21,2025-08-17,completed,online
11465,37668,355,1756.93,2025-02-15,completed,online
11466,12727,1552,806.45,2025-09-13,completed,online
11467,34746,1,1963.29,2025-08-20,failed,online
11468,17965,3777,1083.2,2025-07-09,failed,online
11469,40757,1,461.1,2025-02-14,failed,online
11470,13643,1295,1610.71,2025-07-13,failed,online
11471,33569,1255,113.54,2025-04-09,completed,online
11472,44182,1850,1162.55,2025-09-03,completed,online
11473,32943,3731,1909.94,2025-04-06,failed,online
11474,5064,4214,1286.65,2025-10-01,failed,online
11475,33697,4140,688.19,2025-10-28,failed,online
11476,29194,1,1544.95,2025-11-24,failed,online
11477,14630,682,1537.36,2025-10-16,completed,online
11478,14157,1,911.19,2025-08-11,completed,online
11479,48567,611,61.65,2025-03-17,completed,online
11480,39617,2479,669.16,2025-01-27,failed,online
11481,47532,4414,883.43,2025-08-22,failed,online
11482,47385,1,74.46,2025-08-06,completed,online
11483,18980,1498,1530.93,2025-04-16,completed,online
11484,38104,3054,1831.72,2025-07-21,completed,online
11485,9652,3225,1794.25,2025-10-10,failed,online
11486,47046,4751,1659.1,2025-02-14,completed,online
11487,36129,1,1704.7,2025-04-20,failed,online
11488,23825,2599,801.0,2025-02-04,completed,online
11489,40379,3513,547.4,2025-02-12,failed,
11490,26173,812,1909.14,2025-04-13,failed,online
11491,46253,2723,1213.44,2025-04-22,failed,online
11492,49190,1,1481.77,2025-10-01,completed,online
11493,30296,4162,1087.96,2025-04-29,failed,online
11494,21318,2806,955.02,2025-08-23,failed,online
11495,28836,1,873.86,2025-07-26,failed,online
11496,10510,4563,1208.35,2025-05-27,completed,online
11497,26712,4010,1258.54,2025-02-09,failed,online
11498,37873,786,998.63,2025-08-24,failed,online
11499,19335,2005,178.53,2025-05-05,failed,online
11500,15850,2655,293.87,2025-06-23,failed,online
11501,43632,3890,1316.83,2025-05-07,completed,online
11502,25131,1935,54.81,2025-05-28,completed,online
11503,8250,1,39.04,2025-02-25,completed,online
11504,1530,1978,331.69,2025-07-26,failed,online
11505,5513,3096,1114.45,2025-05-02,completed,online
11506,10158,716,20.35,2025-09-07,failed,online
11507,5512,4964,479.34,2025-09-18,failed,online
11508,4534,1206,1271.09,2025-12-13,failed,online
11509,45291,2694,1624.29,2025-10-12,completed,online
11510,5193,2279,1471.42,2025-03-06,failed,online
11511,24777,1170,969.57,2025-04-18,completed,online
11512,46286,714,1417.21,2025-09-21,completed,online
11513,2041,4105,213.78,2025-11-04,completed,online
11514,126,4652,970.57,2025-09-22,completed,online
11515,5948,243,1936.47,2025-08-07,failed,online
11516,15188,3648,1260.45,2025-10-31,failed,online
11517,5677,4597,1007.73,2025-01-02,completed,online
11518,44417,1067,1908.01,2025-06-30,completed,online
11519,49251,3056,1526.54,2025-03-29,failed,online
11520,2702,1369,1895.78,2025-09-18,completed,online
11521,8767,1,321.04,2025-01-24,failed,online
11522,49040,3460,134.9,2025-09-18,completed,online
11523,35936,1,1171.47,2025-04-02,completed,online
11524,23973,4526,166.84,2025-05-09,completed,online
11525,42955,1,384.6,2025-01-23,completed,online
11526,12863,2692,85.39,2025-03-23,failed,online
11527,38775,4215,633.78,2025-01-06,completed,online
11528,3375,3903,1590.4,2025-09-23,completed,online
11529,28945,2258,1684.65,2025-04-04,failed,online
11530,12974,3539,276.26,2025-10-26,completed,online
11531,16908,3178,715.67,2025-09-26,failed,online
11532,19293,1,1671.5,2025-12-26,completed,online
11533,13722,946,1895.27,2025-07-17,completed,online
11534,47075,1,984.64,2025-06-07,failed,online
11535,26755,4620,1593.5,2025-12-26,completed,online
11536,11947,4558,24.47,2025-05-30,failed,online
11537,28847,1,1733.07,2025-06-14,failed,online
11538,7841,579,1290.77,2025-11-19,completed,online
11539,14860,2386,1512.95,2025-04-05,completed,online
11540,9177,2818,865.85,2025-02-04,completed,online
11541,40134,2958,1227.91,2025-06-15,completed,online
11542,13115,4756,658.37,2025-10-15,completed,online
11543,16870,4677,365.32,2025-03-31,completed,online
11544,7587,4436,1604.9,2025-08-21,failed,online
11545,19182,1,642.72,2025-04-22,completed,online
11546,10081,1,1154.75,2025-07-22,failed,online
11547,28439,286,1122.82,2025-01-02,completed,
11548,20872,1,316.68,2025-08-03,failed,online
11549,22364,2112,1851.82,2025-04-13,failed,online
11550,49423,4235,1880.87,2025-10-24,completed,online
11551,13602,116,363.03,2025-04-26,completed,online
11552,6686,1535,1933.0,2025-01-31,failed,online
11553,25054,3808,25.23,2025-02-12,failed,online
11554,49900,1411,744.55,2025-07-01,failed,
11555,14694,1406,1869.71,2025-02-03,completed,online
11556,13155,1964,343.52,2025-01-13,failed,online
11557,26466,1522,1628.3,2025-07-05,failed,online
11558,31579,1,1912.13,2025-10-05,completed,online
11559,30523,3338,1179.05,2025-07-23,completed,online
11560,1500,3737,973.88,2025-05-26,failed,online
11561,28709,381,1667.05,2025-12-27,failed,online
11562,40384,2196,1530.64,2025-03-11,completed,online
11563,22912,1444,1190.81,2025-10-31,completed,online
11564,29080,2944,1439.57,2025-03-31,failed,online
11565,15707,3765,964.99,2025-01-17,completed,online
11566,5606,1228,1436.05,2025-04-15,failed,online
11567,16258,1,750.16,2025-09-07,completed,online
11568,45020,4597,358.71,2025-04-27,completed,online
11569,15323,1,145.65,2025-06-09,completed,online
11570,44974,3285,1077.9,2025-02-01,completed,online
11571,32290,1,1196.14,2025-05-12,failed,online
11572,13991,1,66.85,2025-09-08,completed,online
11573,12392,2413,889.63,2025-08-01,failed,online
11574,35399,136,278.64,2025-04-05,completed,online
11575,31251,1383,1547.04,2025-10-03,completed,online
11576,27210,1,102.5,2025-11-20,completed,online
11577,12800,1261,1134.24,2025-04-02,failed,online
11578,48464,4604,1397.34,2025-04-22,completed,online
11579,44998,3534,1551.01,2025-09-24,failed,online
11580,45567,2585,1171.82,2025-04-22,completed,online
11581,28501,1,1037.85,2025-06-14,failed,online
11582,5515,563,284.12,2025-10-29,failed,online
11583,47812,1778,1426.78,2025-03-06,failed,online
11584,1882,1034,1369.89,2025-11-15,completed,online
11585,13929,1161,154.16,2025-08-01,completed,online
11586,8740,1982,1083.91,2025-02-27,completed,online
11587,28508,3427,877.15,2025-03-12,completed,online
11588,4161,2543,567.93,2025-06-11,failed,online
11589,2981,1,285.45,2025-12-18,failed,online
11590,11101,402,900.12,2025-04-10,failed,online
11591,21805,1,422.01,2025-04-17,completed,online
11592,27835,1564,1920.38,2025-07-17,failed,online
11593,597,453,1257.36,2025-05-13,completed,online
11594,22077,4814,1768.08,2025-01-01,failed,online
11595,453,945,1952.3,2025-09-04,failed,online
11596,10119,3630,928.3,2025-03-17,completed,online
11597,29994,4451,1810.01,2025-06-04,completed,online
11598,1698,1,1152.45,2025-03-04,failed,online
11599,40975,1280,1970.63,2025-06-05,failed,online
11600,23772,1,38.45,2025-09-30,failed,online
11601,25584,3604,904.04,2025-09-25,failed,online
11602,28129,1810,404.37,2025-06-08,failed,online
11603,5347,2111,1800.33,2025-09-23,completed,online
11604,26055,1285,1985.37,2025-10-12,completed,online
11605,26279,3828,944.65,2025-06-22,completed,online
11606,43661,1,1751.68,2025-12-13,completed,online
11607,25755,1561,1990.78,2025-05-22,failed,online
11608,17512,4019,888.5,2025-12-09,failed,
11609,27723,4746,643.25,2025-11-06,completed,online
11610,11818,1,485.73,2025-10-06,failed,online
11611,21808,4182,1052.98,2025-04-02,completed,online
11612,24226,4727,1572.9,2025-11-19,completed,online
11613,27888,3421,989.59,2025-03-06,failed,online
11614,3215,2515,1040.03,2025-02-03,failed,online
11615,19190,4519,1550.7,2025-03-21,completed,online
11616,7752,1,883.05,2025-12-18,failed,online
11617,18997,1342,1661.5,2025-09-19,completed,online
11618,2800,1052,1873.42,2025-01-26,failed,online
11619,14232,4224,1722.62,2025-06-14,failed,online
11620,49825,2688,1005.88,2025-08-09,failed,online
11621,3678,898,71.06,2025-03-17,failed,online
11622,16002,996,788.84,2025-07-15,failed,online
11623,41693,3750,1284.07,2025-02-15,completed,online
11624,21270,2160,1010.96,2025-09-01,completed,online
11625,28064,1319,1556.13,2025-07-24,completed,online
11626,30046,1761,1458.8,2025-10-30,completed,online
